slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta
kirchhof-alheim,Kirchhof,Alheim,Otros,,"An der Kirche 6, 36211 Alheim",,"We 10:00-12:30,14:00-15:00; Th 14:00-15:00",+4956641798,info@kirchhof-oberellenbach.de,http://www.kirchhof-oberellenbach.de/verkaufsstellen.html,,,"https://www.google.com/maps?q=51.025719,9.635309",51.025719,9.635309,,parcial,no comprobado,
schanzenhof-bad-arolsen,Schanzenhof,Bad Arolsen,Otros,,"Schanzenhof 1, 34454 Bad Arolsen",,Fr 14:00-17:30,+495691629745,info@schanzenhof-online.de,http://www.schanzenhof-online.de,,,"https://www.google.com/maps?q=51.395182,9.002241",51.395182,9.002241,,parcial,no comprobado,
rote-pumpe-strausswirtschaft-bad-nauheim,Rote Pumpe Straußwirtschaft,Bad Nauheim,Vino,Wein,"Nieder-Mörler-Straße 6, 61231 Bad Nauheim",,"Tu-Sa 16:00-22:00; Su,PH 13:00-22:00",+4960329371903,info@rote-pumpe.de,http://www.rote-pumpe.de,,,"https://www.google.com/maps?q=50.380665,8.721164",50.380665,8.721164,,parcial,no comprobado,
dottenfelderhof-laden-bad-vilbel,Dottenfelderhof Laden,Bad Vilbel,Otros,,"Dottenfelder Hof, 61118 Bad Vilbel",,Mo-Sa 08:00-19:00; PH off,+496101529625,laden@dottenfelderhof.de,https://www.dottenfelderhof.de/dottenfelderhof/einkaufen/hofladen,,,"https://www.google.com/maps?q=50.193214,8.753713",50.193214,8.753713,,parcial,no comprobado,
laupus-hofladen-bad-vilbel,Laupus-Hofladen,Bad Vilbel,Otros,,"Harheimer Weg 100, 61118 Bad Vilbel",,"Mo-Fr 09:00-18:30; Sa 08:00-18:00; Su,PH off",+49610141029,rudolf-laupus@t-online.de,https://laupushof.de/hofladen/,,,"https://www.google.com/maps?q=50.188302,8.711922",50.188302,8.711922,,parcial,no comprobado,
hofladen-eisenach-baunatal,Hofladen Eisenach,Baunatal,Huevos,Eier,"Holzhäuser Straße 8, 34225 Baunatal",,"Th,Sa 09:00-13:00; Fr 09:00-18:00; PH off",+4956656165,eckeis@t-online.de,http://www.bioland-ei.de,,,"https://www.google.com/maps?q=51.228786,9.463332",51.228786,9.463332,,parcial,no comprobado,
imkerei-schemel-bickenbach,Imkerei Schemel,Bickenbach,Miel,Honig,"Berta-Benz-Straße 106, 64404 Bickenbach",,Mo-Fr 08:00-18:00; Sa 10:00-13:00,+49625762379,info@imkerei-schemel.de,https://www.imkerei-schemel.de/,,,"https://www.google.com/maps?q=49.760410,8.601433",49.760410,8.601433,,parcial,no comprobado,
kastanienhof-birstein,Kastanienhof,Birstein,Otros,,"Völzberger Straße 14, 63633 Birstein",,"Mo,Th 16:00-18:00; Sa 10:00-12:00",+4966681320,palmen-althaus@web.de,https://www.hofkaeserei-kastanienhof.de,,,"https://www.google.com/maps?q=50.438607,9.322559",50.438607,9.322559,,parcial,no comprobado,
honigmond-imkerei-hofladen-brachttal,Honigmond Imkerei (Hofladen),Brachttal,Miel,Honig,"Tannenweg 3, 63636 Brachttal",,,+496054907832,honigmond@seeyou-naturkosmetik.de,https://www.honigmond-manufaktur.de/,,,"https://www.google.com/maps?q=50.325041,9.259707",50.325041,9.259707,,parcial,no comprobado,
conni-dietrich-butzbach,Conni Dietrich,Butzbach,Miel,Honig,"Münchgartenweg 3, 35510 Butzbach",,,+4960339212,info@gardeco.de,https://imkerverein-butzbach.de/conni-dietrich/,,,"https://www.google.com/maps?q=50.405888,8.638284",50.405888,8.638284,,parcial,no comprobado,
kelterei-mueller-gmbh-co-kg-butzbach,Kelterei Müller GmbH & Co. KG,Butzbach,Miel,Honig,35510 Butzbach,,,+49603397400,info@kelterei-mueller.de,https://www.kelterei-mueller.de/die-kelterei,,,"https://www.google.com/maps?q=50.400667,8.667767",50.400667,8.667767,,parcial,no comprobado,
rolf-schrittenlocher-butzbach,Rolf Schrittenlocher,Butzbach,Miel,Honig,"Pfeifergasse 19, 35510 Butzbach",,,+496033745878,honig@kirchgoens.de,https://imkerverein-butzbach.de/rolf-schrittenlocher/,,,"https://www.google.com/maps?q=50.470933,8.651033",50.470933,8.651033,,parcial,no comprobado,
hof-fleckenbuehl-coelbe,Hof Fleckenbühl,Cölbe,Otros,,"Fleckenbühl 6, 35091 Cölbe",,Mo-Fr 07:30-18:30; Sa 07:30-14:00; Su 13:00-18:00,+49642792210,landprodukte@diefleckenbuehler.de,https://www.diefleckenbuehler.de,,,"https://www.google.com/maps?q=50.879484,8.824696",50.879484,8.824696,,parcial,no comprobado,
weidehaehnchen-ferienhof-guenterfuerst-erbach,Weidehähnchen Ferienhof Günterfürst,Erbach,Otros,,"Sportplatzweg 14, 64711 Erbach",Direktvermarktung von Odenwälder Weidehähnchen BIOlogisch gefüttert / natürlich aufgewachsen,Mo-Su 08:00-21:00,+491709062956,ferienhof-guenterfuerst@gmx.de,https://www.ferienhof-günterfürst.de/fleisch-vom-weideh%C3%A4hnchen,,,"https://www.google.com/maps?q=49.638107,8.979436",49.638107,8.979436,,parcial,no comprobado,
otterbacherhof-gemuenden-felda,Otterbacherhof,Gemünden (Felda),Otros,,"Lochbornstraße 1, 35329 Gemünden (Felda)",,"""nach Vereinbarung""",+4966348299,otterbacherhof@t-online.de,http://www.otterbacherhof.de,,,"https://www.google.com/maps?q=50.693817,9.088371",50.693817,9.088371,,parcial,no comprobado,
hessische-staatsdomaene-frankenhausen-grebenstein,Hessische Staatsdomäne Frankenhausen,Grebenstein,Otros,,"Frankenhausen 1, 34393 Grebenstein",,Th-Fr 10:00-18:00,+495674315,tamm@uni-kassel.de,https://www.uni-kassel.de/fb11agrar/fachgebiete-/-einrichtungen/lehr-und-versuchsbetrieb-hessische-staatsdomaene-frankenhausen/hofladen,,,"https://www.google.com/maps?q=51.411333,9.439346",51.411333,9.439346,,parcial,no comprobado,
