slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2,country,region,area,video,quien hay detras,quien_hay_detras_locale,historia,historia_locale,fecha ultimo cambio
blandys-madeira,Blandy's Madeira Wine,Funchal,Vino,Vinho da Madeira,"Avenida Arriaga 28, 9000-064 Funchal","Casa familiar de vinho da Madeira da família Blandy; estagia e engarrafa os seus vinhos na Blandy's Wine Lodge, na Avenida Arriaga, aberta a visitantes.",,+351291228978,secmerces@madeirawinecompany.com,https://blandys.com/,https://www.facebook.com/BlandysMadeiraWine,https://www.instagram.com/blandysmadeirawine/,https://www.google.com/maps/search/?api=1&query=Blandy%27s%20Madeira%20Wine%2C%20Avenida%20Arriaga%2028%2C%209000-064%20Funchal&query_place_id=ChIJD2eCbAhgYAwRZ1wExjwHVQw,32.647788,-16.910664,/productores/pt/madeira/madeira/blandys-madeira.webp,,no comprobado,,,144,pt,,,,,,pt,madeira,madeira,,,,,,
vinhos-barbeito,Vinhos Barbeito,Câmara de Lobos,Vino,Vinho da Madeira,"Parque Empresarial de Câmara de Lobos, 9300-324 Câmara de Lobos","Produtor familiar de vinho da Madeira sediado no parque empresarial de Câmara de Lobos, onde estagia e engarrafa os seus vinhos da Madeira.",,+351291761829,,https://www.vinhosbarbeito.com/,https://www.facebook.com/MadeiraBarbeito,https://www.instagram.com/barbeitomad/,https://www.google.com/maps/search/?api=1&query=Vinhos%20Barbeito%2C%20Parque%20Empresarial%20de%20C%C3%A2mara%20de%20Lobos%2C%209300-324%20C%C3%A2mara%20de%20Lobos&query_place_id=ChIJZ58t1ddeYAwRC_1sWc55cO0,32.667865,-16.997790,/productores/pt/madeira/madeira/vinhos-barbeito.webp,,no comprobado,,,892,pt,,,,,,pt,madeira,madeira,,,,,,
henriques-e-henriques,Henriques & Henriques,Câmara de Lobos,Vino,Vinho da Madeira,"Avenida da Autonomia 10, 9300-138 Câmara de Lobos",Casa de vinho da Madeira em Câmara de Lobos; estagia os seus vinhos na ilha e também os vende no seu espaço comercial da Avenida da Autonomia.,,+351291941551,graca.gouveia@henriquesehenriques.pt,https://henriquesehenriques.pt/,,,https://www.google.com/maps/search/?api=1&query=Henriques%20%26%20Henriques%2C%20Avenida%20da%20Autonomia%2010%2C%209300-138%20C%C3%A2mara%20de%20Lobos&query_place_id=ChIJ2dfD1wlgYAwRXY2-EHhXjZU,32.649752,-16.978920,/productores/pt/madeira/madeira/henriques-e-henriques.webp,,no comprobado,,,420,pt,,,,,,pt,madeira,madeira,,,,,,
fabrica-santo-antonio,Fábrica Santo António,Funchal,Dulces y repostería,"Bolo de mel, broas, rebuçados","Travessa do Forno 27-29, 9000-077 Funchal","Casa de doçaria madeirense aberta no Funchal desde 1893; produz bolo de mel, broas e rebuçados e vende-os na loja da fábrica.",,+351291220255,geral@fabricastoantonio.com,https://fabricastoantonio.com/,https://www.facebook.com/fabricasto.antonio,https://www.instagram.com/fabrica.sto.antonio/,https://www.google.com/maps/search/?api=1&query=F%C3%A1brica%20Santo%20Ant%C3%B3nio%2C%20Travessa%20do%20Forno%2027-29%2C%209000-077%20Funchal&query_place_id=ChIJ23zheQlgYAwRmvuQ50Xethw,32.649653,-16.907412,/productores/pt/madeira/madeira/fabrica-santo-antonio.webp,,no,,,366,pt,,,,,,pt,madeira,madeira,,,,,,
dsw,DSW,Funchal,Vino,,"Bairro da Nazaré, Rua do Brasil, Bloco 7, n.º 106, 9000-134 Funchal",,,+351966273301,geral@dianasilvawines.com,,,,,32.650000,-16.916670,,pendiente,no comprobado,,,326,,,,,,,pt,madeira,madeira,,,,,,
justinos-madeira-wines,Justino’s Madeira Wines,Santa Cruz,Vino,,"PARQUE INDUSTRIAL DA CANCELA, 9125-042 CANIÇO (MADEIRA)",,,+351291934257,justinos@justinosmadeira.com,http://www.justinosmadeira.com,,,,32.674950,-16.830880,,pendiente,no comprobado,,,454,,,,,,,pt,madeira,madeira,,,,,,
seixal-wines,Seixal Wines,Porto Moniz,Vino,Terras do Avô,Sítio do Lombinho - Seixal 9270 - 125 Porto Moniz,,,+351965013168,seixalwines@gmail.com,,,,,32.866670,-17.166670,,pendiente,no comprobado,,,830,,,,,,,pt,madeira,madeira,,,,,,
pedra-de-fogo,Pedra de Fogo,Machico,Vino,Pedra de Fogo,"Sítio do Poço do Gil, Vereda da Azenhaga nº 37 CCI: 1301 9200-409 Machico",,,+351964742734,elsasferr@gmail.com,,,,,32.716670,-16.766670,,pendiente,no comprobado,,,596,,,,,,,pt,madeira,madeira,,,,,,
beijo,Beijo,Funchal,Vino,Beijo,"Caminho das Neves, 17 9060-202 Funchal",,,+351918240041,tintobeijo@gmail.com,,,,,32.650000,-16.916670,,pendiente,no comprobado,,,132,,,,,,,pt,madeira,madeira,,,,,,
casa-do-caramanchao,Casa do Caramanchão,Machico,Vino,Boneca de Canudo,Rua da Estacada n.º 8 9200-091 Machico,,,+351962794726,jamfranco@netmadeira.com,,,,,32.716670,-16.766670,,pendiente,no comprobado,,,200,,,,,,,pt,madeira,madeira,,,,,,
octavio-ferraz,Octávio Ferraz,Câmara de Lobos,Vino,"Palmeira e Voltas, Xavelha",Caminho João Ernesto Pereira nº 7 9300-075 Câmara de Lobos,,,+351291944899,octavioferraz9@gmail.com,,,,,32.650000,-16.966670,,pendiente,no comprobado,,,541,,,,,,,pt,madeira,madeira,,,,,,
quinta-do-barbusano,Quinta do Barbusano,São Vicente,Vino,"Barbusano, Ponta do Tristão, Vinhas do António",Estrada D. João V nº 35A 9240-218 São Vicente,,,+351291842150,quintadobarbusano@sapo.pt,,,,,32.796670,-17.043330,,pendiente,no comprobado,,,730,,,,,,,pt,madeira,madeira,,,,,,
